GENE	FancG_HCT116_T1	FancG_HCT116_T2	FancL_HCT116_T1	FancL_HCT116_T2	WT_HCT116_T1	WT_HCT116_T2
TXNRD2	-9.763	-5.605	-13.493	-16.987000000000002	-23.072	-14.052999999999999
TXNRD3	-5.915	-11.463	-9.216000000000001	-17.363	-10.978	-25.735
TXNRD3NB	-5.547999999999999	-21.581999999999997	-20.88	-36.409	-23.079	-27.948
TYK2	-4.195	-8.578	-12.409	-26.552	-5.59	-8.996
TYMP	-13.919	-10.113999999999999	-12.547	-5.247000000000001	-21.215	-4.4719999999999995
TYMS	4.921	17.432000000000002	6.5	25.949	12.977	39.9
TYR	-5.462000000000001	-12.245999999999999	-1.1440000000000001	-2.062	-14.437999999999999	-26.72
TYRO3	-1.6669999999999998	3.111	6.188	25.326	-1.094	-5.2410000000000005
TYROBP	-13.03	-23.069000000000003	-11.829	-18.065	-33.098	-38.283
TYRP1	-0.7709999999999999	-7.439	3.458	-3.425	-7.23	-15.562000000000001
TYSND1	-0.727	-1.1320000000000001	-3.741	-13.832	-9.927	-10.991
TYW1	10.809000000000001	2.877	3.4989999999999997	-20.319000000000003	4.199	-18.415
TYW3	-5.7589999999999995	-2.803	-8.709	-1.518	-14.001	-9.362
TYW5	3.833	-8.717	5.745	-4.356	2.697	-25.54
U2AF1	2.6910000000000003	-5.287999999999999	7.2139999999999995	12.960999999999999	9.117	25.918000000000003
U2AF1L4	-4.504	2.76	-9.727	-6.595	-22.416999999999998	-21.4
U2AF2	0.625	17.609	8.732999999999999	18.935	29.035	31.33
U2SURP	7.252999999999999	-7.322	1.272	4.502	23.684	35.407
U82695.9	-2.188	-8.104	-17.301	-20.715999999999998	-18.788	-23.136999999999997
UACA	4.3660000000000005	-4.614	-4.708	-11.314	-2.403	-15.091
UAP1	2.27	-3.883	6.0089999999999995	4.7219999999999995	-10.706	-22.244
UAP1L1	4.5280000000000005	-11.369000000000002	-1.527	-11.870999999999999	-7.388	-26.679000000000002
UBA1	2.149	4.513999999999999	7.51	9.628	11.243	23.349
UBA2	0.115	0.29	12.217	9.264	13.540999999999999	20.146
UBA3	11.255	18.881	14.675999999999998	23.525	26.866	33.63
UBA5	-4.958	-9.695	-4.143	-7.587000000000001	-3.299	4.648
UBA52	-1.791	0.958	5.763999999999999	24.273000000000003	10.277999999999999	17.363
UBA6	-1.5430000000000001	-5.797999999999999	-2.386	-2.057	-20.094	-21.898000000000003
UBA7	-10.363	-15.082	-18.492	-21.02	-19.563	-19.773
UBAC1	-10.1	-17.715	-9.005	-16.965999999999998	-36.345	-35.383
UBAC2	9.536	-4.238	5.178	-12.341	10.102	-28.680999999999997
UBALD1	-2.145	6.3629999999999995	-8.962	-9.499	-14.645	-13.27
UBALD2	-7.41	-4.89	-11.587	-12.624	-20.87	-7.098
UBAP1	7.382000000000001	9.456	18.166	23.201	27.253	22.553
UBAP2	-2.0540000000000003	-9.165	-0.6759999999999999	-4.446000000000001	-7.193	-15.612
UBAP2L	-2.316	-6.777	-7.018	-7.375	1.3090000000000002	7.2620000000000005
UBASH3A	-9.575	-5.093999999999999	-13.751	-5.154	-23.005	-20.88
UBASH3B	-13.009	-8.036	-18.828	-23.502	-20.815	-12.957
UBBP4	-3.325	-4.224	-3.283	-3.3089999999999997	-6.597	-8.631
UBC	-5.225	-17.244	-7.6979999999999995	-9.071	-6.665	-19.886
UBD	-4.617	-11.112	-3.324	-6.334	-12.857999999999999	-20.9
UBE2A	-2.016	-27.750999999999998	-11.074000000000002	-46.15	0.966	-34.963
UBE2B	-8.426	-5.507000000000001	-13.33	-25.680999999999997	-26.779	-26.386
UBE2C	6.185	15.077	4.021	7.8389999999999995	9.116	22.705
UBE2D1	-4.178999999999999	-10.958	-10.67	-17.651	-16.678	-20.378
UBE2D2	-9.123	-16.236	-4.013	-14.564	-22.215999999999998	-19.169
UBE2D3	-0.026000000000000002	-6.9910000000000005	1.5090000000000001	-1.61	-4.751	-15.700999999999999
UBE2D4	1.8840000000000001	2.18	-5.6129999999999995	-1.351	-10.684000000000001	-24.405
UBE2E1	3.8280000000000003	1.382	-6.239	-23.276	-7.1979999999999995	-5.246
UBE2E2	-4.489	-12.265999999999998	-12.251	-23.384	-11.602	-23.151999999999997
UBE2E3	2.628	-1.005	1.9569999999999999	1.702	-4.623	-2.9419999999999997
UBE2F	-5.575	-20.456	-14.14	-34.406	-20.726999999999997	-44.445
UBE2G1	-4.407	-11.923	-6.747999999999999	-14.437000000000001	-13.642999999999999	-31.375999999999998
UBE2G2	5.428999999999999	-1.939	-2.065	-12.71	-7.3629999999999995	-16.529
UBE2H	1.117	6.042999999999999	9.626	6.7139999999999995	-10.237	2.244
UBE2I	-3.635	-11.205	7.603	11.181	18.58	44.57
UBE2J1	-1.7890000000000001	-10.397	-5.416	-27.381999999999998	-8.871	-19.826
UBE2J2	-2.698	5.441	-7.3020000000000005	1.083	-2.616	-2.435
UBE2K	-1.8230000000000002	-14.027000000000001	0.435	-2.718	0.9009999999999999	-5.587000000000001
UBE2L3	12.879000000000001	12.9	-1.135	-14.97	13.854000000000001	14.274000000000001
UBE2L6	-11.072000000000001	-6.37	-7.992999999999999	-6.047999999999999	-22.743000000000002	-18.729
UBE2M	10.889000000000001	24.046	13.902999999999999	34.281	41.537	66.528
UBE2N	-6.261	-10.479000000000001	-6.377999999999999	-4.508	-6.704	-11.908
UBE2O	-5.917999999999999	0.6859999999999999	-5.614	-0.885	-9.564	-3.141
UBE2Q1	-1.5390000000000001	-4.671	-5.7829999999999995	-2.1719999999999997	-13.583	-7.056
UBE2Q2	-0.8340000000000001	-18.287	-0.20600000000000002	-23.496	-4.428	-24.151
UBE2QL1	-13.39	-8.584	-17.156	-20.892	-32.609	-26.712
UBE2R2	-5.5760000000000005	-12.097000000000001	-14.977	-36.312	-15.679	-21.607
UBE2S	0.851	16.217	10.494000000000002	25.748	9.597000000000001	28.772
UBE2T	-2.022	-5.94	-5.8229999999999995	-13.862	-0.35100000000000003	6.056
UBE2U	-6.691	-15.44	-10.925999999999998	-20.864	-20.448	-38.519
UBE2V1	3.5039999999999996	6.5760000000000005	3.489	2.949	-4.535	-5.702999999999999
UBE2V2	-4.01	-12.674000000000001	-14.888	-22.21	-14.703	-19.732
UBE2W	-2.0269999999999997	-4.796	-6.216	-6.361000000000001	-2.057	-8.748
UBE2Z	-5.466	2.239	-2.055	-8.011000000000001	-13.96	-9.846
UBE3A	0.03	-15.290999999999999	8.915	4.499	-8.152000000000001	-26.868000000000002
UBE3B	-4.758	-14.17	-4.083	-11.168	-11.787	-15.654000000000002
UBE3C	-0.42700000000000005	-6.597	-6.067	-7.79	-7.901	1.614
UBE3D	-4.302	-4.166	1.288	6.11	12.706	28.511
UBE4A	0.053	-12.009	-4.54	-10.89	-0.917	-25.561999999999998
UBE4B	1.2209999999999999	-5.167999999999999	7.082999999999999	10.94	6.098	-9.49
UBFD1	-7.111000000000001	0.157	-2.156	-2.245	-10.055	-6.787999999999999
UBIAD1	-5.565	-5.192	-5.912000000000001	-5.019	-7.405	-5.487
UBL3	-3.295	-10.433	-7.6339999999999995	-16.927	-3.637	-9.876
UBL4A	-1.6569999999999998	-19.820999999999998	-3.82	-11.895999999999999	-5.007	-29.369
UBL4B	-10.029	-15.324000000000002	-15.609000000000002	-21.746	-14.377	-16.409000000000002
UBL5	0.995	-1.286	9.577	6.419	12.828	29.774
UBL7	-8.389	-9.675	-5.499	0.946	-17.137999999999998	-18.123
UBLCP1	4.331	-12.457	3.1660000000000004	-9.697000000000001	-4.133	-17.833
UBN1	-0.157	6.257000000000001	-1.819	0.595	-1.995	-13.974
UBN2	9.199	-2.677	-3.424	-23.732	-2.455	-23.88
UBOX5	-7.149	-9.75	-15.513	-10.55	-15.703	-6.051
UBP1	-1.305	-15.424000000000001	-10.632	-37.217	-6.749	-26.974
UBQLN1	0.6709999999999999	5.523	4.377	16.636	-12.62	-11.537
UBQLN2	-4.0	-4.772	-11.609000000000002	-4.316	-25.204	-17.559
UBQLN3	-7.36	-10.169	-10.543	-15.584000000000001	-20.491999999999997	-29.787
UBQLN4	-0.87	7.6610000000000005	0.616	3.367	-4.337	6.274
UBQLNL	-5.574	-15.338	-13.788	-34.411	-17.525	-22.5
UBR1	0.784	-13.35	-6.284	-5.319	-7.792000000000001	-28.576999999999998
UBR2	0.92	-0.653	5.617999999999999	6.496	-5.39	-7.2410000000000005
UBR3	-6.074	-7.721	-13.288	-17.387	-20.048	-18.3
UBR4	2.6889999999999996	21.914	8.809	22.785	13.077	26.570999999999998
UBR5	6.229	-8.446	-17.886	-61.312	19.041	22.495
UBR7	-4.303	-6.1579999999999995	-5.305	-10.144	-15.452	-21.374000000000002
UBTD1	-11.823	-7.869	-10.029	-12.187999999999999	-31.528000000000002	-32.114000000000004
UBTD2	-4.309	-11.177999999999999	-7.737	-12.193	-12.8	-12.198
UBTF	9.794	-4.629	6.063	5.078	2.5639999999999996	-9.22
UBXN1	-10.201	-3.8539999999999996	-17.333	-10.529000000000002	-32.091	-28.391
UBXN10	-12.738	-17.602999999999998	-13.795	-10.543	-35.565	-29.68
UBXN11	-6.372999999999999	-11.675999999999998	-5.0	0.677	-12.992	-23.366999999999997
UBXN2A	3.327	-5.706	0.601	-17.721	-8.642999999999999	-27.576999999999998
UBXN2B	-3.2739999999999996	-13.833	-6.63	-15.859000000000002	-8.531	-24.068
UBXN4	1.5190000000000001	-7.729	-3.627	-10.890999999999998	-0.665	-6.777
UBXN6	-5.9270000000000005	-11.671	-4.013	-6.894	-8.604	-10.966
UBXN7	-1.9	0.12	7.542000000000001	12.202	0.9840000000000001	-10.333
UCHL1	0.42100000000000004	-15.618	-0.518	-14.552999999999999	4.867	-8.305
UCHL3	-0.294	-1.375	3.8689999999999998	-3.287	-10.687000000000001	-14.005
UCHL5	-7.852	-24.791	-5.169	-4.177	3.93	-0.6579999999999999
UCK1	-1.258	-0.36200000000000004	-2.845	-8.801	-12.135	-5.39
UCK2	-10.482999999999999	-9.396	-8.874	-11.106	-17.180999999999997	-18.243
UCKL1	-8.402000000000001	-5.4639999999999995	-2.1069999999999998	-4.277	-21.575	-14.950999999999999
UCMA	-9.246	-4.453	-14.424000000000001	-19.391	-12.720999999999998	-11.057
UCN	-8.383	-3.0269999999999997	-21.763	-27.366999999999997	-23.701	-29.625999999999998
UCN2	-15.064	-14.751	-13.243	-11.687999999999999	-7.24	-20.408
UCN3	-10.049	-10.118	-17.39	-15.878	-26.49	-23.805999999999997
UCP1	-1.591	-1.242	-5.83	-8.208	-21.357	-25.232
UCP2	-3.239	-8.757	-0.016	-9.042	-14.286	-22.131
UCP3	-6.439	-3.252	-9.695	-8.481	-9.564	-8.704
UEVLD	-4.881	-9.501	-7.652	-10.905	-17.570999999999998	-26.982
UFC1	-3.97	-6.636	-1.5819999999999999	-0.361	-9.449	-13.084000000000001
UFD1L	1.965	0.41200000000000003	3.0210000000000004	1.834	-2.98	-13.583
UFL1	-3.272	2.5580000000000003	-2.474	7.631	-7.382000000000001	1.485
UFM1	-10.87	-3.617	-15.469000000000001	-5.881	-26.324	-23.482
UFSP1	-8.846	-3.153	-12.107999999999999	-0.21100000000000002	-20.713	-5.001
UFSP2	4.878	-5.497999999999999	9.855	18.839000000000002	5.1160000000000005	-10.397
UGCG	14.283	1.014	12.498	-5.289	5.127000000000001	-18.086
UGDH	-5.704	-5.695	-9.575	-20.211	-21.136999999999997	-32.36
UGGT1	1.022	-9.915	-5.572	-9.775	-3.009	-10.602
UGGT2	-3.2489999999999997	-8.884	2.847	-4.1739999999999995	-12.713	-18.38
UGP2	9.1	6.109	8.522	6.632999999999999	3.551	-11.847999999999999
UGT1A1	6.124	-3.787	5.752000000000001	-7.02	11.327	-3.988
UGT1A10	6.606	-6.689	1.6880000000000002	-11.897	1.253	-16.276
UGT1A3	-2.6519999999999997	-9.256	1.844	-7.197	-9.196	-14.353
UGT1A4	-12.720999999999998	-26.813000000000002	-15.925	-20.242	-28.974	-40.534
UGT1A5	0.733	-12.369000000000002	-12.789000000000001	-40.297	-11.182	-42.722
UGT1A6	2.049	-5.912999999999999	-3.353	-19.111	-8.722999999999999	-24.686999999999998
UGT1A8	-5.686	-5.614	-10.549000000000001	-12.833	-20.511	-28.397
UGT1A9	-1.4169999999999998	-5.622999999999999	-2.099	-3.237	-4.338	-8.521
UGT2A1	2.675	-12.724	-8.943999999999999	-21.608	-5.212000000000001	-23.125
UGT2A3	2.991	-0.406	-5.294	-19.165	0.9259999999999999	-10.315999999999999
UGT2B10	1.695	-8.293	3.766	-7.16	-2.0780000000000003	-15.091
UGT2B17	3.137	-2.106	5.9879999999999995	-3.717	5.066	-6.045
UGT2B4	12.097000000000001	-9.728	5.038	-15.349	-5.109	-44.096000000000004
UGT3A1	-2.315	-11.708	-10.186	-19.488	-13.067	-24.728
UGT3A2	-3.3810000000000002	-5.452999999999999	-10.044	-16.156	-15.440999999999999	-18.525
UGT8	-11.854000000000001	-8.758	-18.08	-22.421	-18.37	-14.01
UHMK1	-3.306	-13.645	0.375	-19.322	-0.66	-22.642
UHRF1BP1	-8.58	-14.685	-9.646	-15.007	-14.050999999999998	-21.311999999999998
UHRF1BP1L	4.783	-13.182	12.822000000000001	1.53	-5.792999999999999	-36.126999999999995
UHRF2	-1.075	-4.9110000000000005	-4.66	-8.516	-17.14	-14.095
UIMC1	0.242	10.024	0.021	-3.4339999999999997	-7.624	-5.301
ULBP1	-4.791	-11.405999999999999	-0.1	-6.154	-12.718	-14.071
ULBP2	-1.705	3.634	-0.723	1.617	-9.605	-9.551
ULBP3	-3.293	0.053	-19.038	-8.121	-28.234	-29.473000000000003
ULK1	-4.672	2.355	-19.884	-22.685	-15.299000000000001	-16.873
ULK2	0.396	-4.962	-1.9809999999999999	-9.155	3.3080000000000003	-21.081999999999997
ULK3	-7.557	-11.73	-18.219	-23.105	-22.334	-21.469
ULK4	-2.9819999999999998	-14.264000000000001	-6.502000000000001	-18.206	-6.278	-22.253
UMOD	-6.8839999999999995	-12.923	-12.655999999999999	-23.744	-17.226	-17.879
UMODL1	-8.896	-11.185	-9.267000000000001	-11.73	-18.187	-15.936
UMPS	-1.442	-2.4859999999999998	-2.759	-3.772	19.984	33.251999999999995
UNC119	-12.974	-19.46	-15.307	-14.272	-20.506	-19.332
UNC119B	-3.1919999999999997	-8.592	-10.838	-13.482999999999999	-10.443	-3.952
UNC13A	-1.266	3.2310000000000003	-2.859	5.882999999999999	-12.936	-18.497
UNC13B	-9.764	-19.534000000000002	-5.96	-14.722000000000001	-16.292	-22.772
UNC13C	-5.215	-13.084000000000001	-7.031000000000001	-16.514	-20.769000000000002	-26.37
UNC13D	-5.46	-3.528	-7.271	0.474	-8.379	-4.378
UNC45A	9.887	21.039	3.637	6.768	13.958	20.208
UNC45B	-7.479	-1.536	-5.457000000000001	-10.547	-18.506	-25.886
UNC50	-4.577	-20.951999999999998	3.0660000000000003	3.063	0.708	8.529
UNC5A	-18.338	-20.486	-19.081	-20.855	-20.701	-9.095
UNC5B	-9.105	-5.281000000000001	-10.882	-10.931	-24.903000000000002	-24.115
UNC5C	-1.986	-14.845	-8.379	-16.839000000000002	-12.218	-20.955
UNC5D	-11.698	-12.085999999999999	-18.404	-18.207	-28.745	-31.065
UNC79	0.07400000000000001	-3.509	-10.823	-10.029	-15.161	-4.2010000000000005
UNC80	2.194	-2.498	-21.201	-35.732	-13.664000000000001	-18.794
UNC93A	-4.385	-17.477999999999998	-11.37	-14.499	-11.95	-36.007
UNCX	-5.582999999999999	-7.374	-14.072000000000001	-18.185	-15.943	-4.211
UNG	-8.427	-17.312	-8.097000000000001	-7.525	-7.327000000000001	3.048
UNK	-4.612	-21.769000000000002	-9.387	-21.809	-6.311	0.524
UNKL	4.107	5.252000000000001	0.16699999999999998	-8.956	-23.641	-32.544000000000004
UPB1	-4.668	-7.694	-17.843	-22.835	-21.26	-26.276
UPF1	-0.387	-9.406	-11.107000000000001	-19.742	-15.901	-24.399
UPF2	7.325	9.978	18.07	24.101999999999997	18.62	34.634
UPF3A	5.0360000000000005	3.175	3.096	-13.277999999999999	15.204	19.825
UPF3B	-0.823	-6.162000000000001	9.304	9.98	-0.516	-2.1319999999999997
UPK1A	-13.335999999999999	-13.659	-11.183	-0.77	-24.247	-24.713
UPK1B	-7.135	-16.67	-4.901	-9.952	-17.495	-31.91
UPK2	-6.937	-6.483	-14.263	-18.91	-21.588	-17.507
UPK3A	-15.024000000000001	-23.039	-16.788	-16.861	-23.406999999999996	-27.901
UPK3B	-7.643	4.0680000000000005	-14.402999999999999	-6.523	-19.581	-10.556
UPK3BL	-3.1210000000000004	1.17	5.732	1.411	-0.877	16.557000000000002
UPP1	-4.856	-13.276	-2.241	-8.661	-24.851999999999997	-42.762
UPP2	2.905	5.631	-16.827	-23.994	-12.392999999999999	-19.354
UPRT	0.08	-7.638999999999999	-13.628	-16.919	-14.378	-22.697
UQCC1	-4.0680000000000005	-9.869	-6.542000000000001	-9.921	-12.030999999999999	-29.311
UQCC2	2.465	10.727	6.292000000000001	6.59	0.063	2.454
UQCR10	-8.103	-9.237	-13.925999999999998	-19.982	-10.231	-11.247
UQCR11	-6.665	-9.197000000000001	-11.342	-1.8530000000000002	-20.33	-23.186999999999998
UQCRB	0.255	-3.18	7.686	7.452000000000001	11.661	13.501
UQCRC1	1.905	0.975	4.879	12.763	7.886	10.375
UQCRC2	3.815	6.75	2.202	8.176	15.37	16.875
UQCRFS1	14.242	24.465	9.502	11.929	43.601000000000006	51.34
UQCRH	5.869	6.636	9.443999999999999	13.667	20.283	25.743000000000002
UQCRQ	6.502999999999999	-1.933	-0.04	-0.223	12.455	8.259
URAD	-4.262	-14.722000000000001	-8.03	-15.862	-10.927999999999999	-24.928
URB1	15.852	42.566	15.999	37.859	41.093	71.187
URB2	2.242	13.491	-0.405	3.8280000000000003	4.2669999999999995	17.858
URGCP	-4.428999999999999	-3.423	-5.933	-2.846	-11.177999999999999	-18.223
URI1	-2.62	-7.88	-6.141	-6.178	-4.617	-10.068
URM1	-2.137	6.487	0.028999999999999998	9.682	7.51	35.498000000000005
UROC1	-2.24	-8.334	-8.37	-5.697	-5.398	-22.164
UROD	-0.688	12.544	10.812000000000001	22.095	8.754	14.93
UROS	5.942	-8.378	8.451	3.69	6.934	-10.249
USB1	-9.156	-15.652999999999999	-0.809	-1.706	0.507	-1.469
USE1	7.0760000000000005	8.672	-2.7439999999999998	-2.8560000000000003	18.654	27.113000000000003
USF1	-3.945	-18.354	-4.6819999999999995	-12.863	-8.152999999999999	-17.176
USF2	-8.807	5.405	-11.784	2.529	-22.616	-3.319
USH1C	-1.49	-3.011	-1.454	-20.233	-13.798	-25.384
USH1G	-9.698	2.444	-15.32	5.855	-16.65	-0.311
USH2A	-11.913	-9.753	-19.282	-17.767	-34.707	-32.554
USHBP1	-2.927	-8.032	-2.545	-4.23	-13.328	-13.085999999999999
USMG5	0.5720000000000001	0.109	0.872	4.872	0.486	1.4080000000000001
USP1	-7.6739999999999995	-11.323	-13.712	-19.925	-16.542	-23.316
USP10	1.456	-6.282	-2.3680000000000003	5.6770000000000005	1.706	25.491
USP11	-5.876	-10.649000000000001	-7.537999999999999	-6.962000000000001	-14.024000000000001	-12.87
USP12	-0.9329999999999999	-8.801	-2.6489999999999996	-19.029	-12.159	-38.029
USP13	-5.6129999999999995	-11.162	-9.156	-9.28	-14.565999999999999	-28.551
USP14	13.232000000000001	3.412	21.851999999999997	17.922	18.719	-0.299
USP15	4.3069999999999995	0.985	-5.433	-3.023	7.067	9.369
USP16	5.638999999999999	-2.228	-1.71	-24.57	6.505	-8.642999999999999
USP18	-5.121	-7.966	-12.562000000000001	-7.325	-15.173	-15.692
USP19	7.017	-9.017999999999999	6.688	-3.858	-1.7109999999999999	-17.667
USP2	-4.305	-7.7010000000000005	-3.8680000000000003	2.8139999999999996	-14.868	-13.758
USP20	2.795	-11.6	-5.814	-26.072	-0.3	-14.835999999999999
USP21	-4.176	-26.37	-11.092	-15.895	-4.923	-21.109
USP22	0.996	-3.551	2.736	-1.183	6.285	2.165
USP24	-8.912	-7.837999999999999	-10.66	-21.932	-17.863	-19.861
USP25	6.9879999999999995	1.189	0.431	-9.524	-10.071	-26.973000000000003
USP26	3.7260000000000004	-12.149000000000001	-7.727	-22.925	-1.364	-24.389
USP27X	2.147	-5.303999999999999	-4.912	-17.846	-14.074000000000002	-22.566999999999997
USP28	-9.492	-19.477	-10.341	-19.151	-24.365	-32.183
USP29	-4.683	-11.885	-4.033	-17.656	-12.79	-33.467
USP3	-2.835	-4.989	-7.8839999999999995	-11.48	-13.475	-15.52
USP30	-9.377	-13.765999999999998	-11.495999999999999	-17.43	-19.114	-19.375999999999998
USP31	-6.343999999999999	-16.114	-10.437999999999999	-21.144000000000002	-22.003	-30.391
USP32	-1.406	-3.522	2.0909999999999997	6.564	-4.954	4.735
USP33	0.757	-3.739	-5.973	-16.18	-0.33799999999999997	-2.7539999999999996
USP34	-9.982000000000001	-20.748	20.105	2.762	6.541	5.075
USP35	-5.667999999999999	-7.593	-1.0759999999999998	11.167	-31.366	-29.04
USP36	-14.462	-16.988	-17.408	-10.622	-26.438000000000002	-23.918000000000003
USP37	2.263	-1.167	4.649	4.559	2.016	8.022
USP38	-4.013999999999999	-8.548	-0.335	-7.255	-7.894	-16.480999999999998
USP39	-3.765	8.561	-6.05	-4.695	8.514	13.797
USP4	1.6380000000000001	1.735	-10.477	-14.364	-21.663	-10.48
USP40	-0.359	-10.452	-3.697	-13.445	-2.375	-20.127
USP42	-1.042	-8.671	1.393	12.838	-13.567	-17.938
USP43	-4.9110000000000005	-10.795	-6.263999999999999	-4.728	-18.183	-14.880999999999998
USP44	-1.5119999999999998	-4.558	0.55	-1.666	-15.152000000000001	-15.785
USP45	-1.984	-2.998	-11.567	-16.852	-12.780999999999999	-20.347
USP46	-3.806	-6.082000000000001	-5.324	-10.852	-21.596999999999998	-24.52
USP47	-10.434000000000001	-13.462	-2.4730000000000003	-6.867000000000001	-24.447	-31.378
USP48	-2.659	-6.726	-15.847000000000001	-28.264	-10.052999999999999	-21.631999999999998
USP49	7.97	-5.483	-0.9590000000000001	-12.456	-7.135	-30.335
USP5	-1.439	-5.638999999999999	-0.19399999999999998	-8.597000000000001	7.997000000000001	15.581
USP50	-4.906000000000001	-9.953	-12.027000000000001	-20.599	-25.123	-29.057
USP51	-10.852	-3.826	-11.2	-8.767999999999999	-26.414	-30.526999999999997
USP53	-0.7859999999999999	-1.8019999999999998	-10.787	-18.2	-13.32	-18.145
USP54	-3.002	-11.097000000000001	-4.7330000000000005	-17.415	-17.434	-30.26
USP6	-10.041	-5.837999999999999	-15.275	-22.768	-17.019000000000002	-16.452
USP6NL	-5.607	-12.706	-10.581	-18.875	-11.832	-24.011
USP7	5.456	9.743	11.305	13.012	24.07	39.088
USP8	1.635	-16.715	6.002999999999999	-11.734000000000002	2.824	-5.367000000000001
USP9X	3.5180000000000002	2.9960000000000004	-5.303	-18.816	3.4130000000000003	23.295
USP9Y	7.07	-14.046	1.5630000000000002	-17.03	-4.805	-42.791000000000004
USPL1	2.448	6.257000000000001	-2.74	-3.457	11.875	19.069000000000003
UST	-2.1719999999999997	-5.3	-4.303999999999999	-5.587000000000001	-15.991	-28.584
UTF1	0.13	-17.901	-6.859	-16.717	-15.623	-38.717
UTP11L	3.931	15.277999999999999	6.301	21.05	2.9989999999999997	-0.835
UTP14A	2.378	16.402	-2.452	10.966	15.050999999999998	30.738000000000003
UTP14C	-8.431000000000001	-8.881	-15.341	-14.637	-18.882	-30.978
UTP15	1.505	-6.27	4.166	-4.687	4.364	-6.311
UTP18	-1.517	-6.614	2.119	5.022	-0.48100000000000004	6.24
UTP20	10.56	25.79	8.825	18.665	45.423	48.335
UTP23	7.803	7.706	13.395999999999999	21.575	43.531000000000006	51.343
UTP3	6.522	13.558	10.305	20.08	13.537	21.158
UTP6	10.841	10.945	24.255	32.882	41.818000000000005	51.36600000000001
UTRN	2.91	-11.987	-0.371	-15.716	4.846	-13.825999999999999
UTS2	0.429	-5.534	2.949	16.044	-8.568999999999999	-21.195999999999998
UTS2B	4.821000000000001	-2.037	-3.2939999999999996	-23.726999999999997	-6.54	-33.606
UTS2R	-14.367	-6.941	-23.28	-33.035	-23.953000000000003	-21.154
UTY	4.308	-7.439	-8.035	-27.346999999999998	-10.311	-30.511
UVRAG	9.92	20.23	10.205	10.547	24.164	35.584
UVSSA	-4.724	-1.595	-6.667999999999999	-10.509	-10.948	-1.883
UXS1	-5.937	-19.038	-9.066	-23.642	-6.001	-21.655
UXT	2.343	11.918	-1.527	6.351	0.354	18.805
VAC14	-11.048	-4.171	-12.765	-6.566	-13.651	5.867000000000001
VAMP1	-2.005	-7.319	-6.374	-2.958	-14.005999999999998	-24.039
VAMP2	-11.062999999999999	-10.402000000000001	-17.982	-15.672	-22.432	-10.413
VAMP3	-5.042	-2.291	-9.377	-7.671	-19.486	-18.159000000000002
VAMP4	2.3480000000000003	-10.414000000000001	0.188	-5.063	-14.04	-38.793
VAMP5	-7.112	-13.093	-9.129	-13.945	-19.651	-27.145
VAMP8	-1.7990000000000002	-3.285	-5.995	-6.772	-11.89	-4.734
VANGL1	-7.202999999999999	-11.796	-10.99	-20.406	-21.881999999999998	-26.816999999999997
VANGL2	-4.665	-0.261	-9.265	-2.4819999999999998	-7.726	4.574
VAPA	5.942	8.419	9.392000000000001	-11.497	-4.333	-5.687
VAPB	-3.303	-3.9989999999999997	-7.135	-22.658	-18.627	-22.896
VARS	-0.6990000000000001	9.696	14.793	41.428000000000004	22.045	28.753
VARS2	7.0489999999999995	23.708000000000002	16.573	36.185	35.913000000000004	65.378
VASH1	-10.61	-17.817999999999998	-11.133	-9.775	-22.188000000000002	-13.96
VASH2	-2.439	-11.389000000000001	-15.282	-23.474	-15.193	-31.434
VASN	-8.754	-3.884	-14.849	-9.583	-11.177	4.656000000000001
VASP	-5.817	-0.423	-6.5760000000000005	-15.834000000000001	-10.083	-5.721
VAT1	-6.896	-7.58	-7.409	-3.361	-15.345999999999998	-16.570999999999998
VAT1L	-5.983	-16.829	-10.612	-19.173	-12.965	-36.264
VAV1	-8.283	-8.84	-6.49	-23.857	-13.498	-13.213
VAV2	-8.207	-18.247	-11.302999999999999	-19.914	-20.434	-28.959
VAV3	-2.735	-13.835999999999999	-4.218	-8.257	-14.02	-29.781999999999996
VAX1	-6.462000000000001	0.757	-10.252	-9.952	-14.761	-4.427
VAX2	-11.103	-19.987000000000002	-11.700999999999999	-17.922	-4.459	-11.56
VBP1	4.904	6.074	-0.259	3.33	6.484	4.822
VCAM1	-0.58	-17.07	-6.781000000000001	-25.193	-6.654	-22.546
VCAN	1.339	8.13	-0.887	-3.7769999999999997	-7.566	-10.259
VCL	-8.75	-15.844000000000001	-10.559000000000001	-24.641	-20.271	-24.018
VCP	-0.6779999999999999	-0.696	-0.47100000000000003	1.129	12.88	31.68
VCPIP1	2.3609999999999998	5.292000000000001	8.049	8.487	7.221	1.038
VCPKMT	4.141	-2.445	-16.250999999999998	-13.992	-12.854000000000001	-5.093
VCX2	-5.377999999999999	-9.121	-10.327	-13.724	-14.944	-19.799
VDAC1	-7.0889999999999995	-11.181	-10.136000000000001	-10.132	-9.725	-11.706
VDAC2	2.719	1.946	-0.8740000000000001	-14.167	-6.685	-6.481
VDAC3	-0.5529999999999999	-5.8839999999999995	4.176	-8.654	-6.723	-23.561
VDR	-1.095	-9.777000000000001	-1.528	-1.8090000000000002	-11.3	-30.281
VEGFA	-4.005	-1.087	-8.494	-10.201	-18.569000000000003	-24.245
VEGFB	-7.257999999999999	-8.177999999999999	-11.174000000000001	-4.735	-9.584	-5.684
